,ActiveTime,InactiveTime,CreateShape,RotateShape,MoveShape,ScaleShape,DeleteFigure,RotateView,cube,pyramid,ramp,cylinder,cone,sphere,spatial_reasoning,snap_submit,puzzle_45-Degree Rotations,puzzle_Angled Silhouette,puzzle_Bird Fez,puzzle_Pi Henge,puzzle_Pyramids are Strange
160,97.35744,0.0,3,4,1,1,0,7,1,0,0,0,1,1,3.5,3,0.0,0.0,1.0,0.0,0.0
161,170.453749,0.0,4,4,26,4,0,7,0,4,0,0,0,0,3.125,4,0.0,0.0,0.0,0.0,1.0
162,75.13210599999998,0.0,3,0,10,10,0,2,3,0,0,0,0,0,3.111111111111111,3,0.0,0.0,0.0,1.0,0.0
163,187.19955999999996,0.0,5,12,43,0,0,9,0,0,4,0,0,1,2.5,0,1.0,0.0,0.0,0.0,0.0
164,63.94279700000001,0.0,4,4,0,1,0,1,0,4,0,0,0,0,3.75,1,0.0,0.0,0.0,0.0,1.0
165,112.07696,50.10599,3,0,10,5,0,18,3,0,0,0,0,0,3.1666666666666665,3,0.0,0.0,0.0,1.0,0.0
166,96.305556,0.0,5,8,0,0,0,7,0,0,4,0,0,1,3.5,2,1.0,0.0,0.0,0.0,0.0
167,440.4596310000001,0.0,8,17,25,14,5,33,2,5,1,0,0,0,1.5,19,0.0,1.0,0.0,0.0,0.0
168,354.68214500000016,54.734611,6,8,29,1,3,45,1,0,0,0,4,1,2.833333333333333,4,0.0,0.0,1.0,0.0,0.0
169,135.21898899999997,131.063851,4,14,2,1,0,13,0,4,0,0,0,0,2.625,0,0.0,0.0,0.0,0.0,1.0
170,94.268533,98.459485,3,0,2,7,0,7,3,0,0,0,0,0,3.388888888888889,0,0.0,0.0,0.0,1.0,0.0
171,84.66398400000001,0.0,5,8,0,0,0,0,0,0,4,0,0,1,4.0,0,1.0,0.0,0.0,0.0,0.0
172,51.990038,0.0,4,4,0,0,0,3,2,2,0,0,0,0,3.7916666666666665,0,0.0,1.0,0.0,0.0,0.0
173,120.17015499999998,32.678237,5,2,1,4,2,9,2,1,0,0,1,1,3.5416666666666665,0,0.0,0.0,1.0,0.0,0.0
174,68.38290099999999,0.0,4,12,0,1,0,1,0,4,0,0,0,0,3.5,1,0.0,0.0,0.0,0.0,1.0
175,166.602562,0.0,5,16,8,4,0,1,1,0,0,4,0,0,2.1666666666666665,6,0.0,0.0,0.0,1.0,0.0
176,92.862743,0.0,4,2,2,1,1,3,1,1,0,1,0,1,3.333333333333333,2,0.0,0.0,1.0,0.0,0.0
177,65.14275400000001,0.0,4,4,2,1,0,2,0,4,0,0,0,0,3.875,0,0.0,0.0,0.0,0.0,1.0
178,77.906405,0.0,5,16,30,0,0,2,0,0,4,0,0,1,2.875,0,1.0,0.0,0.0,0.0,0.0
179,127.724851,0.0,3,0,21,19,0,12,3,0,0,0,0,0,2.833333333333333,0,0.0,0.0,0.0,1.0,0.0
180,64.208646,0.0,3,6,5,1,0,2,1,1,0,0,0,1,3.2916666666666665,0,0.0,0.0,1.0,0.0,0.0
181,130.50583200000003,0.0,4,12,0,9,0,1,0,4,0,0,0,0,2.25,9,0.0,0.0,0.0,0.0,1.0
182,46.375591,0.0,3,0,4,5,0,1,3,0,0,0,0,0,3.4166666666666665,1,0.0,0.0,0.0,1.0,0.0
183,82.94654700000002,0.0,5,12,0,0,0,4,0,0,4,0,0,1,3.75,9,1.0,0.0,0.0,0.0,0.0
184,72.981106,0.0,3,2,3,1,0,3,1,0,0,0,1,1,3.333333333333333,5,0.0,0.0,1.0,0.0,0.0
185,132.64320899999998,0.0,4,14,12,1,0,18,0,4,0,0,0,0,2.25,7,0.0,0.0,0.0,0.0,1.0
186,129.78,112.353302,3,0,4,5,0,2,3,0,0,0,0,0,3.5,0,0.0,0.0,0.0,1.0,0.0
187,167.164467,50.39935,10,10,0,2,0,23,4,2,4,0,0,0,1.7916666666666667,8,0.0,1.0,0.0,0.0,0.0
188,112.485057,109.833125,3,2,3,1,0,5,1,0,0,0,1,1,3.4166666666666665,0,0.0,0.0,1.0,0.0,0.0
189,78.016606,0.0,3,0,4,7,0,0,3,0,0,0,0,0,3.777777777777778,0,0.0,0.0,0.0,1.0,0.0
190,58.060967000000005,0.0,3,4,1,1,0,3,1,2,0,0,0,0,3.875,0,0.0,1.0,0.0,0.0,0.0
191,231.137983,372.857682,3,14,33,1,0,7,1,1,0,0,0,1,2.5416666666666665,6,0.0,0.0,1.0,0.0,0.0
192,147.00174200000004,43.165418,4,12,0,3,0,18,0,4,0,0,0,0,2.75,4,0.0,0.0,0.0,0.0,1.0
193,91.35169900000004,0.0,3,2,2,7,0,1,3,0,0,0,0,0,2.875,0,0.0,0.0,0.0,1.0,0.0
194,78.43112300000001,0.0,5,10,2,0,0,0,0,0,4,0,0,1,3.75,0,1.0,0.0,0.0,0.0,0.0
195,59.10101900000001,0.0,3,2,3,1,0,4,1,0,0,0,1,1,3.458333333333333,0,0.0,0.0,1.0,0.0,0.0
196,117.150518,0.0,3,0,2,5,0,1,1,0,0,2,0,0,3.6666666666666665,3,0.0,0.0,0.0,1.0,0.0
